ID,session,run,Variable,Value,mean_value,subject_variable,row_number
37,1,2,fd_mean,-0.014,0.278,37_fd_mean,974
38,1,1,fd_mean,-0.529,0.278,38_fd_mean,975
38,1,2,fd_mean,-0.936,0.278,38_fd_mean,976
39,1,1,fd_mean,-1.719,0.278,39_fd_mean,977
39,1,2,fd_mean,0.164,0.278,39_fd_mean,978
40,1,1,fd_mean,-0.278,0.278,40_fd_mean,979
40,1,2,fd_mean,-1.094,0.278,40_fd_mean,980
41,1,1,fd_mean,1.019,0.278,41_fd_mean,981
41,1,2,fd_mean,1.244,0.278,41_fd_mean,982
42,1,1,fd_mean,0.964,0.278,42_fd_mean,983
42,1,2,fd_mean,0.967,0.278,42_fd_mean,984
43,1,1,fd_mean,-1.597,0.278,43_fd_mean,985
43,1,2,fd_mean,-1.073,0.278,43_fd_mean,986
44,1,1,fd_mean,0.421,0.278,44_fd_mean,987
44,1,2,fd_mean,-1.02,0.278,44_fd_mean,988
45,1,1,fd_mean,-0.949,0.278,45_fd_mean,989
45,1,2,fd_mean,-1.145,0.278,45_fd_mean,990
46,1,1,fd_mean,1.183,0.278,46_fd_mean,991
46,1,2,fd_mean,1.379,0.278,46_fd_mean,992
47,1,1,fd_mean,-1.158,0.278,47_fd_mean,993
47,1,2,fd_mean,-1.068,0.278,47_fd_mean,994
48,1,1,fd_mean,-0.121,0.278,48_fd_mean,995
48,1,2,fd_mean,0.141,0.278,48_fd_mean,996
49,1,1,fd_mean,1.506,0.278,49_fd_mean,997
49,1,2,fd_mean,-0.608,0.278,49_fd_mean,998
50,1,1,fd_mean,0.364,0.278,50_fd_mean,999
50,1,2,fd_mean,0.319,0.278,50_fd_mean,1000
51,1,1,fd_mean,-1.594,0.278,51_fd_mean,1001
51,1,2,fd_mean,-1.666,0.278,51_fd_mean,1002
52,1,1,fd_mean,0.826,0.278,52_fd_mean,1003
52,1,2,fd_mean,-0.821,0.278,52_fd_mean,1004
53,1,1,fd_mean,-0.263,0.278,53_fd_mean,1005
53,1,2,fd_mean,-0.851,0.278,53_fd_mean,1006
54,1,1,fd_mean,1.142,0.278,54_fd_mean,1007
54,1,2,fd_mean,1.339,0.278,54_fd_mean,1008
55,1,1,fd_mean,-1.113,0.278,55_fd_mean,1009
55,1,2,fd_mean,-0.888,0.278,55_fd_mean,1010
56,1,1,fd_mean,0.182,0.278,56_fd_mean,1011
56,1,2,fd_mean,-1.063,0.278,56_fd_mean,1012
57,1,1,fd_mean,-0.644,0.278,57_fd_mean,1013
57,1,2,fd_mean,1.657,0.278,57_fd_mean,1014
58,1,1,fd_mean,1.227,0.278,58_fd_mean,1015
58,1,2,fd_mean,-0.858,0.278,58_fd_mean,1016
59,1,1,fd_mean,-1.618,0.278,59_fd_mean,1017
59,1,2,fd_mean,-0.739,0.278,59_fd_mean,1018
60,1,1,fd_mean,0.424,0.278,60_fd_mean,1019
60,1,2,fd_mean,0.255,0.278,60_fd_mean,1020
61,1,1,fd_mean,-0.596,0.278,61_fd_mean,1021
61,1,2,fd_mean,0.344,0.278,61_fd_mean,1022
62,1,1,fd_mean,-0.164,0.278,62_fd_mean,1023
62,1,2,fd_mean,0.384,0.278,62_fd_mean,1024
63,1,1,fd_mean,-0.037,0.278,63_fd_mean,1025
63,1,2,fd_mean,0.166,0.278,63_fd_mean,1026
64,1,1,fd_mean,0.497,0.278,64_fd_mean,1027
64,1,2,fd_mean,-0.059,0.278,64_fd_mean,1028
65,1,1,fd_mean,0.419,0.278,65_fd_mean,1029
65,1,2,fd_mean,0.817,0.278,65_fd_mean,1030
66,1,1,fd_mean,0.251,0.278,66_fd_mean,1031
66,1,2,fd_mean,1.27,0.278,66_fd_mean,1032
67,1,1,fd_mean,-0.986,0.278,67_fd_mean,1033
67,1,2,fd_mean,-0.173,0.278,67_fd_mean,1034
68,1,1,fd_mean,1.252,0.278,68_fd_mean,1035
68,1,2,fd_mean,0.483,0.278,68_fd_mean,1036
69,1,1,fd_mean,-0.545,0.278,69_fd_mean,1037
69,1,2,fd_mean,0.302,0.278,69_fd_mean,1038
70,1,1,fd_mean,-0.481,0.278,70_fd_mean,1039
70,1,2,fd_mean,0.828,0.278,70_fd_mean,1040
71,1,1,fd_mean,-1.771,0.278,71_fd_mean,1041
71,1,2,fd_mean,-0.312,0.278,71_fd_mean,1042
72,1,1,fd_mean,1.704,0.278,72_fd_mean,1043
72,1,2,fd_mean,1.659,0.278,72_fd_mean,1044
73,1,1,fd_mean,1.601,0.278,73_fd_mean,1045
73,1,2,fd_mean,-0.806,0.278,73_fd_mean,1046
74,1,1,fd_mean,-0.922,0.278,74_fd_mean,1047
74,1,2,fd_mean,-0.124,0.278,74_fd_mean,1048
75,1,1,fd_mean,-0.217,0.278,75_fd_mean,1049
75,1,2,fd_mean,1.298,0.278,75_fd_mean,1050
76,1,1,fd_mean,0.874,0.278,76_fd_mean,1051
76,1,2,fd_mean,0.456,0.278,76_fd_mean,1052
77,1,1,fd_mean,-1.102,0.278,77_fd_mean,1053
77,1,2,fd_mean,0.451,0.278,77_fd_mean,1054
78,1,1,fd_mean,-1.439,0.278,78_fd_mean,1055
78,1,2,fd_mean,0.756,0.278,78_fd_mean,1056
79,1,1,fd_mean,-1.556,0.278,79_fd_mean,1057
79,1,2,fd_mean,-1.096,0.278,79_fd_mean,1058
80,1,1,fd_mean,1.286,0.278,80_fd_mean,1059
80,1,2,fd_mean,1.537,0.278,80_fd_mean,1060
81,1,1,fd_mean,-0.266,0.278,81_fd_mean,1061
81,1,2,fd_mean,-1.525,0.278,81_fd_mean,1062
82,1,1,fd_mean,1.511,0.278,82_fd_mean,1063
82,1,2,fd_mean,-1.66,0.278,82_fd_mean,1064
83,1,1,fd_mean,-1.648,0.278,83_fd_mean,1065
83,1,2,fd_mean,0.657,0.278,83_fd_mean,1066
84,1,1,fd_mean,0.005,0.278,84_fd_mean,1067
84,1,2,fd_mean,1.652,0.278,84_fd_mean,1068
85,1,1,fd_mean,-1.652,0.278,85_fd_mean,1069
85,1,2,fd_mean,-0.349,0.278,85_fd_mean,1070
86,1,1,fd_mean,-1.325,0.278,86_fd_mean,1071
86,1,2,fd_mean,1.424,0.278,86_fd_mean,1072
87,1,1,fd_mean,0.994,0.278,87_fd_mean,1073
87,1,2,fd_mean,1.007,0.278,87_fd_mean,1074
88,1,1,fd_mean,1.08,0.278,88_fd_mean,1075
88,1,2,fd_mean,1.251,0.278,88_fd_mean,1076
89,1,1,fd_mean,-1.218,0.278,89_fd_mean,1077
89,1,2,fd_mean,-1.02,0.278,89_fd_mean,1078
90,1,1,fd_mean,1.286,0.278,90_fd_mean,1079
90,1,2,fd_mean,-0.806,0.278,90_fd_mean,1080
91,1,1,fd_mean,-0.278,0.278,91_fd_mean,1081
91,1,2,fd_mean,-0.12,0.278,91_fd_mean,1082
92,1,1,fd_mean,-1.039,0.278,92_fd_mean,1083
92,1,2,fd_mean,1.665,0.278,92_fd_mean,1084
93,1,1,fd_mean,1.135,0.278,93_fd_mean,1085
93,1,2,fd_mean,-1.055,0.278,93_fd_mean,1086
94,1,1,fd_mean,0.099,0.278,94_fd_mean,1087
94,1,2,fd_mean,0.497,0.278,94_fd_mean,1088
95,1,1,fd_mean,-0.578,0.278,95_fd_mean,1089
95,1,2,fd_mean,-0.161,0.278,95_fd_mean,1090
96,1,1,fd_mean,-0.471,0.278,96_fd_mean,1091
96,1,2,fd_mean,-1.053,0.278,96_fd_mean,1092
97,1,1,fd_mean,1.294,0.278,97_fd_mean,1093
97,1,2,fd_mean,-1.46,0.278,97_fd_mean,1094
98,1,1,fd_mean,-1.008,0.278,98_fd_mean,1095
98,1,2,fd_mean,-0.051,0.278,98_fd_mean,1096
99,1,1,fd_mean,0.533,0.278,99_fd_mean,1097
99,1,2,fd_mean,-0.852,0.278,99_fd_mean,1098
100,1,1,fd_mean,1.393,0.278,100_fd_mean,1099
100,1,2,fd_mean,-1.519,0.278,100_fd_mean,1100
101,1,1,fd_mean,0.031,0.278,101_fd_mean,1101
101,1,2,fd_mean,1.388,0.278,101_fd_mean,1102
102,1,1,fd_mean,-0.904,0.278,102_fd_mean,1103
102,1,2,fd_mean,1.574,0.278,102_fd_mean,1104
103,1,1,fd_mean,0.744,0.278,103_fd_mean,1105
103,1,2,fd_mean,-0.533,0.278,103_fd_mean,1106
104,1,1,fd_mean,0.774,0.278,104_fd_mean,1107
104,1,2,fd_mean,-1.124,0.278,104_fd_mean,1108
105,1,1,fd_mean,1.227,0.278,105_fd_mean,1109
105,1,2,fd_mean,0.279,0.278,105_fd_mean,1110
106,1,1,fd_mean,-1.763,0.278,106_fd_mean,1111
106,1,2,fd_mean,1.15,0.278,106_fd_mean,1112
107,1,1,fd_mean,0.632,0.278,107_fd_mean,1113
107,1,2,fd_mean,-1.184,0.278,107_fd_mean,1114
108,1,1,fd_mean,-1.146,0.278,108_fd_mean,1115
108,1,2,fd_mean,0.087,0.278,108_fd_mean,1116
109,1,1,fd_mean,-0.952,0.278,109_fd_mean,1117
109,1,2,fd_mean,0.258,0.278,109_fd_mean,1118
110,1,1,fd_mean,1.109,0.278,110_fd_mean,1119
110,1,2,fd_mean,1.205,0.278,110_fd_mean,1120
111,1,1,fd_mean,-0.921,0.278,111_fd_mean,1121
111,1,2,fd_mean,-0.5,0.278,111_fd_mean,1122
112,1,1,fd_mean,1.671,0.278,112_fd_mean,1123
112,1,2,fd_mean,0.585,0.278,112_fd_mean,1124
113,1,1,fd_mean,1.438,0.278,113_fd_mean,1125
113,1,2,fd_mean,1.492,0.278,113_fd_mean,1126
114,1,1,fd_mean,-0.125,0.278,114_fd_mean,1127
114,1,2,fd_mean,-0.192,0.278,114_fd_mean,1128
115,1,1,fd_mean,0.791,0.278,115_fd_mean,1129
115,1,2,fd_mean,-0.474,0.278,115_fd_mean,1130
116,1,1,fd_mean,-1.53,0.278,116_fd_mean,1131
116,1,2,fd_mean,-1.525,0.278,116_fd_mean,1132
117,1,1,fd_mean,-0.826,0.278,117_fd_mean,1133
117,1,2,fd_mean,1.246,0.278,117_fd_mean,1134
118,1,1,fd_mean,-0.352,0.278,118_fd_mean,1135
118,1,2,fd_mean,-1.151,0.278,118_fd_mean,1136
119,1,1,fd_mean,0.508,0.278,119_fd_mean,1137
119,1,2,fd_mean,-0.946,0.278,119_fd_mean,1138
120,1,1,fd_mean,-0.404,0.278,120_fd_mean,1139
120,1,2,fd_mean,0.601,0.278,120_fd_mean,1140
121,1,1,fd_mean,-0.776,0.278,121_fd_mean,1141
121,1,2,fd_mean,0.631,0.278,121_fd_mean,1142
122,1,1,fd_mean,0.407,0.278,122_fd_mean,1143
122,1,2,fd_mean,-1.75,0.278,122_fd_mean,1144
123,1,1,fd_mean,0.076,0.278,123_fd_mean,1145
123,1,2,fd_mean,1.189,0.278,123_fd_mean,1146
124,1,1,fd_mean,0.17,0.278,124_fd_mean,1147
124,1,2,fd_mean,-0.199,0.278,124_fd_mean,1148
125,1,1,fd_mean,-0.506,0.278,125_fd_mean,1149
125,1,2,fd_mean,1.483,0.278,125_fd_mean,1150
126,1,1,fd_mean,1.269,0.278,126_fd_mean,1151
126,1,2,fd_mean,-1.556,0.278,126_fd_mean,1152
127,1,1,fd_mean,-1.605,0.278,127_fd_mean,1153
127,1,2,fd_mean,1.616,0.278,127_fd_mean,1154
128,1,1,fd_mean,-0.469,0.278,128_fd_mean,1155
128,1,2,fd_mean,-1.133,0.278,128_fd_mean,1156
129,1,1,fd_mean,-0.302,0.278,129_fd_mean,1157
129,1,2,fd_mean,0.73,0.278,129_fd_mean,1158
130,1,1,fd_mean,-0.861,0.278,130_fd_mean,1159
130,1,2,fd_mean,-0.358,0.278,130_fd_mean,1160
131,1,1,fd_mean,-0.81,0.278,131_fd_mean,1161
131,1,2,fd_mean,1.076,0.278,131_fd_mean,1162
132,1,1,fd_mean,-1.012,0.278,132_fd_mean,1163
132,1,2,fd_mean,0.599,0.278,132_fd_mean,1164
133,1,1,fd_mean,-0.071,0.278,133_fd_mean,1165
133,1,2,fd_mean,1.051,0.278,133_fd_mean,1166
134,1,1,fd_mean,-1.404,0.278,134_fd_mean,1167
134,1,2,fd_mean,-0.555,0.278,134_fd_mean,1168
135,1,1,fd_mean,0.404,0.278,135_fd_mean,1169
135,1,2,fd_mean,0.57,0.278,135_fd_mean,1170
136,1,1,fd_mean,0.142,0.278,136_fd_mean,1171
136,1,2,fd_mean,1.472,0.278,136_fd_mean,1172
137,1,1,fd_mean,1.534,0.278,137_fd_mean,1173
137,1,2,fd_mean,0.163,0.278,137_fd_mean,1174
138,1,1,fd_mean,0.783,0.278,138_fd_mean,1175
138,1,2,fd_mean,0.246,0.278,138_fd_mean,1176
139,1,1,fd_mean,1.33,0.278,139_fd_mean,1177
139,1,2,fd_mean,-1.095,0.278,139_fd_mean,1178
140,1,1,fd_mean,-1.574,0.278,140_fd_mean,1179
140,1,2,fd_mean,1.38,0.278,140_fd_mean,1180
141,1,1,fd_mean,1.592,0.278,141_fd_mean,1181
141,1,2,fd_mean,0.823,0.278,141_fd_mean,1182
142,1,1,fd_mean,1.079,0.278,142_fd_mean,1183
142,1,2,fd_mean,0.014,0.278,142_fd_mean,1184
143,1,1,fd_mean,-0.736,0.278,143_fd_mean,1185
143,1,2,fd_mean,1.231,0.278,143_fd_mean,1186
144,1,1,fd_mean,-1.358,0.278,144_fd_mean,1187
144,1,2,fd_mean,0.028,0.278,144_fd_mean,1188
145,1,1,fd_mean,-0.826,0.278,145_fd_mean,1189
145,1,2,fd_mean,-0.906,0.278,145_fd_mean,1190
146,1,1,fd_mean,-0.277,0.278,146_fd_mean,1191
146,1,2,fd_mean,1.598,0.278,146_fd_mean,1192
147,1,1,fd_mean,-0.465,0.278,147_fd_mean,1193
147,1,2,fd_mean,-1.57,0.278,147_fd_mean,1194
148,1,1,fd_mean,1.401,0.278,148_fd_mean,1195
148,1,2,fd_mean,-1.307,0.278,148_fd_mean,1196
149,1,1,fd_mean,-0.529,0.278,149_fd_mean,1197
149,1,2,fd_mean,0.096,0.278,149_fd_mean,1198
150,1,1,fd_mean,1.23,0.278,150_fd_mean,1199
150,1,2,fd_mean,-1.137,0.278,150_fd_mean,1200
1,1,1,fd_perc,-0.177,19.735,1_fd_perc,1201
1,1,2,fd_perc,-0.462,19.735,1_fd_perc,1202
2,1,1,fd_perc,0.707,19.735,2_fd_perc,1203
2,1,2,fd_perc,0.25,19.735,2_fd_perc,1204
3,1,1,fd_perc,-1.095,19.735,3_fd_perc,1205
3,1,2,fd_perc,1.615,19.735,3_fd_perc,1206
4,1,1,fd_perc,-1.519,19.735,4_fd_perc,1207
4,1,2,fd_perc,-0.06,19.735,4_fd_perc,1208
5,1,1,fd_perc,-0.406,19.735,5_fd_perc,1209
5,1,2,fd_perc,0.576,19.735,5_fd_perc,1210
6,1,1,fd_perc,-1.214,19.735,6_fd_perc,1211
6,1,2,fd_perc,-1.576,19.735,6_fd_perc,1212
7,1,1,fd_perc,-0.266,19.735,7_fd_perc,1213
7,1,2,fd_perc,-1.14,19.735,7_fd_perc,1214
8,1,1,fd_perc,0.11,19.735,8_fd_perc,1215
8,1,2,fd_perc,-0.759,19.735,8_fd_perc,1216
9,1,1,fd_perc,-0.686,19.735,9_fd_perc,1217
9,1,2,fd_perc,-1.338,19.735,9_fd_perc,1218
10,1,1,fd_perc,0.917,19.735,10_fd_perc,1219
10,1,2,fd_perc,0.493,19.735,10_fd_perc,1220
11,1,1,fd_perc,0.537,19.735,11_fd_perc,1221
11,1,2,fd_perc,0.949,19.735,11_fd_perc,1222
12,1,1,fd_perc,0.738,19.735,12_fd_perc,1223
12,1,2,fd_perc,-1.257,19.735,12_fd_perc,1224
13,1,1,fd_perc,-0.591,19.735,13_fd_perc,1225
13,1,2,fd_perc,-0.711,19.735,13_fd_perc,1226
14,1,1,fd_perc,-1.623,19.735,14_fd_perc,1227
14,1,2,fd_perc,-1.509,19.735,14_fd_perc,1228
15,1,1,fd_perc,0.046,19.735,15_fd_perc,1229
15,1,2,fd_perc,-0.72,19.735,15_fd_perc,1230
16,1,1,fd_perc,0.875,19.735,16_fd_perc,1231
16,1,2,fd_perc,0.622,19.735,16_fd_perc,1232
17,1,1,fd_perc,-0.649,19.735,17_fd_perc,1233
17,1,2,fd_perc,0.019,19.735,17_fd_perc,1234
18,1,1,fd_perc,0.548,19.735,18_fd_perc,1235
18,1,2,fd_perc,0.547,19.735,18_fd_perc,1236
19,1,1,fd_perc,-0.252,19.735,19_fd_perc,1237
19,1,2,fd_perc,-0.103,19.735,19_fd_perc,1238
20,1,1,fd_perc,-0.8,19.735,20_fd_perc,1239
20,1,2,fd_perc,0.836,19.735,20_fd_perc,1240
21,1,1,fd_perc,0.349,19.735,21_fd_perc,1241
21,1,2,fd_perc,1.03,19.735,21_fd_perc,1242
22,1,1,fd_perc,0.986,19.735,22_fd_perc,1243
22,1,2,fd_perc,1.501,19.735,22_fd_perc,1244
23,1,1,fd_perc,-0.033,19.735,23_fd_perc,1245
23,1,2,fd_perc,0.173,19.735,23_fd_perc,1246
24,1,1,fd_perc,-0.14,19.735,24_fd_perc,1247
24,1,2,fd_perc,1.558,19.735,24_fd_perc,1248
25,1,1,fd_perc,1.451,19.735,25_fd_perc,1249
25,1,2,fd_perc,-0.332,19.735,25_fd_perc,1250
26,1,1,fd_perc,1.542,19.735,26_fd_perc,1251
26,1,2,fd_perc,-0.991,19.735,26_fd_perc,1252
27,1,1,fd_perc,0.656,19.735,27_fd_perc,1253
27,1,2,fd_perc,0.917,19.735,27_fd_perc,1254
28,1,1,fd_perc,1.715,19.735,28_fd_perc,1255
28,1,2,fd_perc,0.546,19.735,28_fd_perc,1256
29,1,1,fd_perc,1.358,19.735,29_fd_perc,1257
29,1,2,fd_perc,-1.346,19.735,29_fd_perc,1258
30,1,1,fd_perc,-0.143,19.735,30_fd_perc,1259
30,1,2,fd_perc,0.901,19.735,30_fd_perc,1260
31,1,1,fd_perc,0.32,19.735,31_fd_perc,1261
31,1,2,fd_perc,-1.297,19.735,31_fd_perc,1262
32,1,1,fd_perc,-0.316,19.735,32_fd_perc,1263
32,1,2,fd_perc,0.214,19.735,32_fd_perc,1264
33,1,1,fd_perc,-1.644,19.735,33_fd_perc,1265
33,1,2,fd_perc,1.602,19.735,33_fd_perc,1266
34,1,1,fd_perc,1.295,19.735,34_fd_perc,1267
34,1,2,fd_perc,1.633,19.735,34_fd_perc,1268
35,1,1,fd_perc,-1.133,19.735,35_fd_perc,1269
35,1,2,fd_perc,1.029,19.735,35_fd_perc,1270
36,1,1,fd_perc,-0.921,19.735,36_fd_perc,1271
36,1,2,fd_perc,-0.896,19.735,36_fd_perc,1272
37,1,1,fd_perc,1.702,19.735,37_fd_perc,1273
37,1,2,fd_perc,0.473,19.735,37_fd_perc,1274
38,1,1,fd_perc,-1.138,19.735,38_fd_perc,1275
38,1,2,fd_perc,1.094,19.735,38_fd_perc,1276
39,1,1,fd_perc,1.27,19.735,39_fd_perc,1277
39,1,2,fd_perc,1.29,19.735,39_fd_perc,1278
40,1,1,fd_perc,1.426,19.735,40_fd_perc,1279
40,1,2,fd_perc,-0.957,19.735,40_fd_perc,1280
41,1,1,fd_perc,-1.329,19.735,41_fd_perc,1281
41,1,2,fd_perc,0.5,19.735,41_fd_perc,1282
42,1,1,fd_perc,0.872,19.735,42_fd_perc,1283
42,1,2,fd_perc,-0.47,19.735,42_fd_perc,1284
43,1,1,fd_perc,0.245,19.735,43_fd_perc,1285
43,1,2,fd_perc,1.579,19.735,43_fd_perc,1286
44,1,1,fd_perc,-1.254,19.735,44_fd_perc,1287
44,1,2,fd_perc,-0.827,19.735,44_fd_perc,1288
45,1,1,fd_perc,0.647,19.735,45_fd_perc,1289
45,1,2,fd_perc,-1.417,19.735,45_fd_perc,1290
46,1,1,fd_perc,-0.557,19.735,46_fd_perc,1291
46,1,2,fd_perc,1.493,19.735,46_fd_perc,1292
47,1,1,fd_perc,-1.022,19.735,47_fd_perc,1293
47,1,2,fd_perc,-1.417,19.735,47_fd_perc,1294
48,1,1,fd_perc,-1.597,19.735,48_fd_perc,1295
48,1,2,fd_perc,-1.599,19.735,48_fd_perc,1296
49,1,1,fd_perc,0.063,19.735,49_fd_perc,1297
49,1,2,fd_perc,-1.151,19.735,49_fd_perc,1298
50,1,1,fd_perc,-1.499,19.735,50_fd_perc,1299
50,1,2,fd_perc,-1.586,19.735,50_fd_perc,1300
51,1,1,fd_perc,-1.605,19.735,51_fd_perc,1301
51,1,2,fd_perc,-0.145,19.735,51_fd_perc,1302
52,1,1,fd_perc,0.273,19.735,52_fd_perc,1303
52,1,2,fd_perc,-1.058,19.735,52_fd_perc,1304
53,1,1,fd_perc,1.478,19.735,53_fd_perc,1305
53,1,2,fd_perc,1.041,19.735,53_fd_perc,1306
54,1,1,fd_perc,-0.47,19.735,54_fd_perc,1307
54,1,2,fd_perc,0.361,19.735,54_fd_perc,1308
55,1,1,fd_perc,-1.363,19.735,55_fd_perc,1309
55,1,2,fd_perc,1.301,19.735,55_fd_perc,1310
56,1,1,fd_perc,1.414,19.735,56_fd_perc,1311
56,1,2,fd_perc,0.22,19.735,56_fd_perc,1312
57,1,1,fd_perc,-1.514,19.735,57_fd_perc,1313
57,1,2,fd_perc,0.922,19.735,57_fd_perc,1314
58,1,1,fd_perc,0.259,19.735,58_fd_perc,1315
58,1,2,fd_perc,1.682,19.735,58_fd_perc,1316
59,1,1,fd_perc,0.685,19.735,59_fd_perc,1317
59,1,2,fd_perc,0.217,19.735,59_fd_perc,1318
60,1,1,fd_perc,-1.241,19.735,60_fd_perc,1319
60,1,2,fd_perc,1.711,19.735,60_fd_perc,1320
61,1,1,fd_perc,0.635,19.735,61_fd_perc,1321
61,1,2,fd_perc,-0.866,19.735,61_fd_perc,1322
62,1,1,fd_perc,1.552,19.735,62_fd_perc,1323
62,1,2,fd_perc,-0.416,19.735,62_fd_perc,1324
63,1,1,fd_perc,-0.815,19.735,63_fd_perc,1325
63,1,2,fd_perc,0.086,19.735,63_fd_perc,1326
64,1,1,fd_perc,-1.646,19.735,64_fd_perc,1327
64,1,2,fd_perc,-1.553,19.735,64_fd_perc,1328
65,1,1,fd_perc,-0.232,19.735,65_fd_perc,1329
65,1,2,fd_perc,1.319,19.735,65_fd_perc,1330
66,1,1,fd_perc,1.365,19.735,66_fd_perc,1331
66,1,2,fd_perc,-0.853,19.735,66_fd_perc,1332
67,1,1,fd_perc,-0.883,19.735,67_fd_perc,1333
67,1,2,fd_perc,-1.198,19.735,67_fd_perc,1334
68,1,1,fd_perc,0.02,19.735,68_fd_perc,1335
68,1,2,fd_perc,1.182,19.735,68_fd_perc,1336
69,1,1,fd_perc,-0.357,19.735,69_fd_perc,1337
69,1,2,fd_perc,-1.099,19.735,69_fd_perc,1338
70,1,1,fd_perc,-0.91,19.735,70_fd_perc,1339
70,1,2,fd_perc,-0.375,19.735,70_fd_perc,1340
71,1,1,fd_perc,-0.113,19.735,71_fd_perc,1341
71,1,2,fd_perc,1.656,19.735,71_fd_perc,1342
72,1,1,fd_perc,0.143,19.735,72_fd_perc,1343
72,1,2,fd_perc,0.243,19.735,72_fd_perc,1344
73,1,1,fd_perc,1.427,19.735,73_fd_perc,1345
73,1,2,fd_perc,1.485,19.735,73_fd_perc,1346
74,1,1,fd_perc,0.243,19.735,74_fd_perc,1347
74,1,2,fd_perc,-0.718,19.735,74_fd_perc,1348
75,1,1,fd_perc,0.726,19.735,75_fd_perc,1349
75,1,2,fd_perc,0.015,19.735,75_fd_perc,1350
76,1,1,fd_perc,-0.519,19.735,76_fd_perc,1351
76,1,2,fd_perc,-1.377,19.735,76_fd_perc,1352
77,1,1,fd_perc,0.616,19.735,77_fd_perc,1353
77,1,2,fd_perc,-1.468,19.735,77_fd_perc,1354
78,1,1,fd_perc,1.436,19.735,78_fd_perc,1355
78,1,2,fd_perc,-1.645,19.735,78_fd_perc,1356
79,1,1,fd_perc,1.489,19.735,79_fd_perc,1357
79,1,2,fd_perc,-0.542,19.735,79_fd_perc,1358
80,1,1,fd_perc,1.375,19.735,80_fd_perc,1359
80,1,2,fd_perc,-1.392,19.735,80_fd_perc,1360
81,1,1,fd_perc,-1.546,19.735,81_fd_perc,1361
81,1,2,fd_perc,-0.581,19.735,81_fd_perc,1362
82,1,1,fd_perc,0.732,19.735,82_fd_perc,1363
82,1,2,fd_perc,-1.127,19.735,82_fd_perc,1364
83,1,1,fd_perc,0.356,19.735,83_fd_perc,1365
83,1,2,fd_perc,0.222,19.735,83_fd_perc,1366
84,1,1,fd_perc,1.307,19.735,84_fd_perc,1367
84,1,2,fd_perc,-1.139,19.735,84_fd_perc,1368
85,1,1,fd_perc,-0.522,19.735,85_fd_perc,1369
85,1,2,fd_perc,1.02,19.735,85_fd_perc,1370
86,1,1,fd_perc,0.626,19.735,86_fd_perc,1371
86,1,2,fd_perc,0.018,19.735,86_fd_perc,1372
87,1,1,fd_perc,-1.141,19.735,87_fd_perc,1373
87,1,2,fd_perc,1.711,19.735,87_fd_perc,1374
88,1,1,fd_perc,1.169,19.735,88_fd_perc,1375
88,1,2,fd_perc,0.974,19.735,88_fd_perc,1376
89,1,1,fd_perc,-0.897,19.735,89_fd_perc,1377
89,1,2,fd_perc,-1.018,19.735,89_fd_perc,1378
90,1,1,fd_perc,-0.655,19.735,90_fd_perc,1379
90,1,2,fd_perc,-0.443,19.735,90_fd_perc,1380
91,1,1,fd_perc,0.369,19.735,91_fd_perc,1381
91,1,2,fd_perc,0.903,19.735,91_fd_perc,1382
92,1,1,fd_perc,0.278,19.735,92_fd_perc,1383
92,1,2,fd_perc,-0.137,19.735,92_fd_perc,1384
93,1,1,fd_perc,1.104,19.735,93_fd_perc,1385
93,1,2,fd_perc,-1.141,19.735,93_fd_perc,1386
94,1,1,fd_perc,-0.204,19.735,94_fd_perc,1387
94,1,2,fd_perc,-0.679,19.735,94_fd_perc,1388
95,1,1,fd_perc,-0.917,19.735,95_fd_perc,1389
95,1,2,fd_perc,-0.266,19.735,95_fd_perc,1390
96,1,1,fd_perc,-0.608,19.735,96_fd_perc,1391
96,1,2,fd_perc,0.093,19.735,96_fd_perc,1392
97,1,1,fd_perc,0.534,19.735,97_fd_perc,1393
97,1,2,fd_perc,1.54,19.735,97_fd_perc,1394
98,1,1,fd_perc,0.008,19.735,98_fd_perc,1395
98,1,2,fd_perc,-0.512,19.735,98_fd_perc,1396
99,1,1,fd_perc,0.778,19.735,99_fd_perc,1397
99,1,2,fd_perc,1.116,19.735,99_fd_perc,1398
100,1,1,fd_perc,1.607,19.735,100_fd_perc,1399
100,1,2,fd_perc,-0.411,19.735,100_fd_perc,1400
101,1,1,fd_perc,0.566,19.735,101_fd_perc,1401
101,1,2,fd_perc,1.037,19.735,101_fd_perc,1402
102,1,1,fd_perc,-1.546,19.735,102_fd_perc,1403
102,1,2,fd_perc,1.246,19.735,102_fd_perc,1404
103,1,1,fd_perc,-0.023,19.735,103_fd_perc,1405
103,1,2,fd_perc,0.417,19.735,103_fd_perc,1406
104,1,1,fd_perc,-0.922,19.735,104_fd_perc,1407
104,1,2,fd_perc,0.766,19.735,104_fd_perc,1408
105,1,1,fd_perc,0.07,19.735,105_fd_perc,1409
105,1,2,fd_perc,-1.131,19.735,105_fd_perc,1410
106,1,1,fd_perc,0.211,19.735,106_fd_perc,1411
106,1,2,fd_perc,-1.461,19.735,106_fd_perc,1412
107,1,1,fd_perc,1.304,19.735,107_fd_perc,1413
107,1,2,fd_perc,0.33,19.735,107_fd_perc,1414
108,1,1,fd_perc,0.774,19.735,108_fd_perc,1415
108,1,2,fd_perc,1.297,19.735,108_fd_perc,1416
109,1,1,fd_perc,-1.559,19.735,109_fd_perc,1417
